Ferguson Fire & Fabrication Price Book    Net Price List
Effective: 2/23/2022    METRO FIRE EQUIPMENT INC
Gemini Trilogie           Abbr     Size                  Description                              Finish     Price Listno               
---------------------------------------------------------------------------------------------------------------------------------------
SBA112,A001JG,HSBAE01,1.5 x 1,"Sway Brace Afcon E 01",Blk,$11.85,09-003-3-01-1-1510
518432,T80141,TRPTSSS,1.5 x 1.2 x 1,"Tee CPVC Reducing Tyco SSS",Blk,$4.59,14-012-2-01-1-15BA
519001,T80142,ABPTSF,.7,"Adaptor Brass CPVC Tyco SF",Brass,$5.19,14-012-9-01-1-0007
519002,T80145,ABPTSF,1,"Adaptor Brass CPVC Tyco SF",Blk,$4.29,14-012-9-01-1-0010
519003,T80146,ABPTSF,1.2,"Adaptor Brass CPVC Tyco SF",Blk,$10.41,14-012-9-01-1-0013
519004,T80147,ABPTSF,1.5,"Adaptor Brass CPVC Tyco SF",Blk,$14.35,14-012-9-01-1-0015
519005,T80148,ABPTSF,2,"Adaptor Brass CPVC Tyco SF",Blk,$14.66,14-012-9-01-1-0020
519011,T80157,APTSM,.7,"Adaptor CPVC Tyco SxM",Blk,$7.23,14-012-9-02-1-0007
511332,T80158,ABPTSM,1,"Adaptor Brass CPVC Tyco SxM",Blk,$7.55,14-012-9-03-1-0010
511917,T80160,ADPSGVB,1.2,"ADAPTOR SXGV CPVC FIRE (BRASS)",Blk,$15.19,14-005-1-04-1-0013
,T80161,,,"1-1/2 CPVC GRV SPKLR COUP ADPT",,$15.97,
511919,T80162,ADPSGVB,2,"ADAPTOR SXGV CPVC FIRE (BRASS)",Blk,$20.60,14-005-1-04-1-0020
511405,T80175W,AHPTWSF,.7  x .5,"Adaptor Head CPVC Tyco W SxF",Blk,$2.13,14-012-9-04-1-0705
511407,T80176W,AHPTWSF,1   x .5,"Adaptor Head CPVC Tyco W SxF",Blk,$1.97,14-012-9-04-1-1005
519021,T80179,ABHPTSF,1   x .7,"Adaptor Head CPVC Brass Tyco SxF",Brass,$3.35,14-012-9-09-1-1007
510051,T80196,ERPTSF,1   x .7,"Ell Reducing CPVC Tyco SF",Blk,$6.40,14-012-4-02-1-1007
513020,T80198,AHEPTSF,1   x .5,"Adaptor Hd Ell CPVC Tyco SxF",Blk,$2.80,14-012-9-10-1-1005
510049,T80199,ERPTSF,.7  x .5,"Ell Reducing CPVC Tyco SF",Blk,$3.24,14-012-4-02-1-0705
516021,T80200,BPTSS,1   x .7,"Bushing CPVC Tyco SS",Blk,$0.65,14-012-8-01-1-1007
516031,T80201,BPTSS,1.2 x .7,"Bushing CPVC Tyco SS",Blk,$1.06,14-012-8-01-1-1207
516032,T80202,BPTSS,1.2 x 1,"Bushing CPVC Tyco SS",Blk,$1.07,14-012-8-01-1-1210
516041,T80203,BPTSS,1.5 x .7,"Bushing CPVC Tyco SS",Blk,$1.10,14-012-8-01-1-1507
516042,T80204,BPTSS,1.5 x 1,"Bushing CPVC Tyco SS",Blk,$1.21,14-012-8-01-1-1510
516043,T80205,BPTSS,1.5 x 1.2,"Bushing CPVC Tyco SS",Blk,$1.21,14-012-8-01-1-1512
516051,T80206,BPTSS,2   x .7,"Bushing CPVC Tyco SS",Blk,$4.27,14-012-8-01-1-2007
516052,T80207,BPTSS,2   x 1,"Bushing CPVC Tyco SS",Blk,$1.72,14-012-8-01-1-2010
516053,T80208,BPTSS,2   x 1.2,"Bushing CPVC Tyco SS",Blk,$1.70,14-012-8-01-1-2012
516054,T80209,BPTSS,2   x 1.5,"Bushing CPVC Tyco SS",Blk,$1.72,14-012-8-01-1-2015
516065,T80211,BPTSS,2.5 x 2,"Bushing CPVC Tyco SS",Blk,$4.46,14-012-8-01-1-2520
516064,T80213,BPTSS,2.5 x 1.5,"Bushing CPVC Tyco SS",Blk,$6.40,14-012-8-01-1-2515
517110,T80251,TRPTSSF,1   x 1   x .5,"Tee CPVC Reducing Tyco SSF",Blk,$2.90,14-012-2-02-1-10A5
518221,T80260,TRPTSSS,1   x 1   x .7,"Tee CPVC Reducing Tyco SSS",Blk,$1.83,14-012-2-01-1-10A7
518331,T80261,TRPTSSS,1.2 x 1.2 x .7,"Tee CPVC Reducing Tyco SSS",Blk,$3.64,14-012-2-01-1-12B7
518332,T80262,TRPTSSS,1.2 x 1.2 x 1,"Tee CPVC Reducing Tyco SSS",Blk,$2.96,14-012-2-01-1-12BA
518441,T80263,TRPTSSS,1.5 x 1.5 x .7,"Tee CPVC Reducing Tyco SSS",Blk,$4.55,14-012-2-01-1-15C7
518442,T80264,TRPTSSS,1.5 x 1.5 x 1,"Tee CPVC Reducing Tyco SSS",Blk,$3.53,14-012-2-01-1-15CA
518551,T80265,TRPTSSS,2   x 2   x .7,"Tee CPVC Reducing Tyco SSS",Blk,$6.34,14-012-2-01-1-20D7
518552,T80266,TRPTSSS,2   x 2   x 1,"Tee CPVC Reducing Tyco SSS",Blk,$5.92,14-012-2-01-1-20DA
518554,T80267,TRPTSSS,2   x 2   x 1.5,"Tee CPVC Reducing Tyco SSS",Blk,$7.17,14-012-2-01-1-20DC
518662,T80271,TRPTSSS,2.5 x 2.5 x 1,"Tee CPVC Reducing Tyco SSS",Blk,$12.43,14-012-2-01-1-25EA
518553,T80274,TRPTSSS,2   x 2   x 1.2,"Tee CPVC Reducing Tyco SSS",Blk,$6.34,14-012-2-01-1-20DB
518443,T80275,TRPTSSS,1.5 x 1.5 x 1.2,"Tee CPVC Reducing Tyco SSS",Blk,$4.59,14-012-2-01-1-15CB
073101,T80300,PPBM15,.7,"Blaze Master CPVC 15' Pipe",Blk,$0.54,12-011-3-01-1-0007
073102,T80301,PPBM15,1,"Blaze Master CPVC 15' Pipe",Blk,$0.81,12-011-3-01-1-0010
073103,T80302,PPBM15,1.2,"Blaze Master CPVC 15' Pipe",Blk,$1.21,12-011-3-01-1-0013
073104,T80303,PPBM15,1.5,"Blaze Master CPVC 15' Pipe",Blk,$1.72,12-011-3-01-1-0015
073105,T80304,PPBM15,2,"Blaze Master CPVC 15' Pipe",Blk,$2.62,12-011-3-01-1-0020
073106,T80305,PPBM15,2.5,"Blaze Master CPVC 15' Pipe",Blk,$5.20,12-011-3-01-1-0025
,T80306,PPBM15,3,"Blaze Master CPVC 15' Pipe",Blk,$6.72,12-011-3-01-1-0030
,T832,,,"CONC CEIL PLT ASSY",,$59.21,
500547,T920000412,CTPP,,"CAP, PLASTIC PROTECTIVE, TYCO",Blk,$0.37,13-003-1-01-1-0000
,T97108600,,,"2-1/2 RSR MANI PADDLE",,$4.80,
,T97109700,,,"RSR FLOW SWCH",,$188.16,
,T97109900,,,"2 RSR MANI PADDLE",,$6.96,
,T97110000,,,"3 RSR MANI PADDLE",,$6.96,
,T97110700,,,"4 RSR MANI PADDLE",,$5.29,
,THH3150C,,,"SS 350 GAL 1.5HP 230V 1PH FIRE PUMP",,$3,784.52,
,THH3150SP,,,"1-1/2HP 50 GPM 230V 1PH FIRE PUMP",,$3,388.77,
,THT90E,,,"1/2HP 3.5 HYDROSTAT PUMP",,$1,043.44,
510001,TYC80025,EPTSS,.7,"Ell CPVC Tyco SS Fire",Blk,$0.69,14-012-3-01-1-0007
,U101L,,,"1/2 FPT X 1/2 LONG BRS SPKLR HD *Z",Brass,$2.80,
,U102,,,"1/2 FPT X 3/4 LONG BRS SPKLR HD EXT",Brass,$3.01,
,U103,,,"1/2 FPT X 1 LONG BRS SPKLR HD EXT",Brass,$4.68,
,U105,,,"1/2 FPT X 2 LONG BRS SPKLR HD EXT",Brass,$7.39,
,U106,,,"3/4 FPT X 1/2 LONG BRS SPKLR HD EXT",Brass,$3.55,
530206,U125SULD,VGLBUL,.5,"GLOBE VALVE, UNITED BRASS UL",Blk,$17.25,06-002-1-04-1-0005
530208,U125SULG,VGLBUL,1,"GLOBE VALVE, UNITED BRASS UL",Blk,$28.62,06-002-1-04-1-0010
530209,U125SULH,VGLBUL,1.2,"GLOBE VALVE, UNITED BRASS UL",Blk,$47.18,06-002-1-04-1-0013
530210,U125SULJ,VGLBUL,1.5,"GLOBE VALVE, UNITED BRASS UL",Blk,$66.54,06-002-1-04-1-0015
530211,U125SULK,VGLBUL,2,"GLOBE VALVE, UNITED BRASS UL",Blk,$96.57,06-002-1-04-1-0020
530126,U126SULG,VANGLE,1,"Angle Valve United",Blk,$26.62,06-002-2-01-1-0010
530127,U126SULH,VANGLE,1.2,"Angle Valve United",Blk,$43.39,06-002-2-01-1-0013
530128,U126SULJ,VANGLE,1.5,"Angle Valve United",Blk,$58.32,06-002-2-01-1-0015
530129,U126SULK,VANGLE,2,"Angle Valve United",Blk,$70.70,06-002-2-01-1-0020
530183,U18G,VOSY,1,"OS&Y SCRD GATE VALVE 175# WOG",Blk,$131.99,06-002-4-01-1-0010
530184,U18H,VOSY,1.2,"OS&Y SCRD GATE VALVE 175# WOG",Blk,$154.78,06-002-4-01-1-0013
530186,U18K,VOSY,2,"OS&Y SCRD GATE VALVE 175# WOG",Blk,$260.50,06-002-4-01-1-0020
530999,U235D,VBD,.5,"BALL DRIP 1/2" DOMESTIC",Blk,$18.92,06-002-3-02-1-0005
530680,U68P,CVSMF,4,"SWING CHECK VALVE M X FPT",Blk,$145.09,06-002-5-05-1-0040
,U90P,,,"4 DI UL FM WAF CHK VLV",,$147.44,
,U90U,,,"6 DI UL FM WAF CHK VLV",,$232.26,
530904,U90X,CVWD,8,"I/B WAFER CHECK, DOMESTIC",Blk,$368.87,06-004-4-01-1-0080
,U99SH,,,"*NP 1-1/4 BRZ 200# THRD SWG CHK VLV",,$42.92,
,VA000AQFRE4-NR,,,"4X1/2 VICFLEX RED 90",,$16.49,
,VA000AQFRE6-NR,,,"4X3/4 VICFLEX RED 90",,$16.49,
,VA240AB2000-NR,,,"*NLA ! 24 VICFLEX AB2 ADJ BRKT",,$7.20,
,VA36HAQBP2C-NR,,,"36X1/2 VICFLEX AH2CC BRD HOSE NPT",,$33.74,
,VA48HAQBP2C-NR,,,"48X1/2 VICFLEX AH2CC BRD HOSE NPT",,$35.15,
,VA60HAQBP2C-NR,,,"60X1/2 VICFLEX AH2CC BRD HOSE NPT",,$38.96,
,VA72HAQBP2C-NR,,,"72X1/2 VICFLEX AH2CC BRD HOSE NPT",,$42.49,
568632,VCB05922YE0,VOT922F,1.2 x 1,"VIC 922 MECH TEE  FIP",Blk,$4.29,04-018-4-01-1-1210
568640,VCB26922YE0,VOT922F,1.5 x .5,"VIC 922 MECH TEE  FIP",Blk,$4.29,04-018-4-01-1-1505
568642,VCB29922YE0,VOT922F,1.5 x 1,"VIC 922 MECH TEE  FIP",Blk,$4.29,04-018-4-01-1-1510
568651,VCB59922YE0,VOT922F,2   x .7,"VIC 922 MECH TEE  FIP",Blk,$4.29,04-018-4-01-1-2007
568652,VCB60922YE0,VOT922F,2   x 1,"VIC 922 MECH TEE  FIP",Blk,$4.76,04-018-4-01-1-2010
569600,VCB6092NPE0,VMT920,2   x 1,"Vic 920 Mech Tee FIP",Blk,$13.56,04-018-2-01-1-2010
569601,VCB6492NPE0,VMT920,2   x 1.2,"Vic 920 Mech Tee FIP",Blk,$15.62,04-018-2-01-1-2012
569602,VCB6792NPE0,VMT920,2   x 1.5,"Vic 920 Mech Tee FIP",Blk,$15.62,04-018-2-01-1-2015
568661,VCB97922YE0,VOT922F,2.5 x .7,"VIC 922 MECH TEE  FIP",Blk,$5.08,04-018-4-01-1-2507
568662,VCC00922YE0,VOT922F,2.5 x 1,"VIC 922 MECH TEE  FIP",Blk,$5.08,04-018-4-01-1-2510
569610,VCC0092NPE0,VMT920,2.5 x 1,"Vic 920 Mech Tee FIP",Blk,$13.56,04-018-2-01-1-2510
569611,VCC0192NPE0,VMT920,2.5 x 1.2,"Vic 920 Mech Tee FIP",Blk,$18.99,04-018-2-01-1-2512
569612,VCC0392NPE0,VMT920,2.5 x 1.5,"Vic 920 Mech Tee FIP",Blk,$18.99,04-018-2-01-1-2515
569670,VCC0392NPE1,VMT920G,2.5 x 1.5,"VIC 920 Mech Tee Grvd Outlet",Blk,$18.99,04-018-6-03-1-2515
569620,VCC3892NPE0,VMT920,3   x 1,"Vic 920 Mech Tee FIP",Blk,$15.62,04-018-2-01-1-3010
569621,VCC3992NPE0,VMT920,3   x 1.2,"Vic 920 Mech Tee FIP",Blk,$19.56,04-018-2-01-1-3012
569622,VCC4092NPE0,VMT920,3   x 1.5,"Vic 920 Mech Tee FIP",Blk,$19.56,04-018-2-01-1-3015
569623,VCC4392NPE0,VMT920,3   x 2,"Vic 920 Mech Tee FIP",Blk,$22.59,04-018-2-01-1-3020
569624,VCC4392NPE7,VMT920G,3   x 2,"VIC 920 Mech Tee Grvd Outlet",Blk,$22.59,04-018-6-03-1-3020
569630,VCD2292NPE0,VMT920,4   x 1,"Vic 920 Mech Tee FIP",Blk,$19.50,04-018-2-01-1-4010
569631,VCD2492NPE0,VMT920,4   x 1.2,"Vic 920 Mech Tee FIP",Blk,$22.82,04-018-2-01-1-4012
569632,VCD2592NPE0,VMT920,4   x 1.5,"Vic 920 Mech Tee FIP",Blk,$23.74,04-018-2-01-1-4015
569633,VCD2992NPE0,VMT920,4   x 2,"Vic 920 Mech Tee FIP",Blk,$23.74,04-018-2-01-1-4020
569701,VCD2992NPE1,VMT920G,4   x 2,"VIC 920 Mech Tee Grvd Outlet",Blk,$23.74,04-018-3-03-1-4020
569634,VCD35920PE0,VMT920,4   x 2.5,"Vic 920 Mech Tee FIP",Blk,$24.77,04-018-2-01-1-4025
569702,VCD35920PE1,VMT920G,4   x 2.5,"VIC 920 Mech Tee Grvd Outlet",Blk,$24.77,04-018-3-03-1-4025
569703,VCD44920PE1,VMT920G,4   x 3,"VIC 920 Mech Tee Grvd Outlet",Blk,$26.31,04-018-3-03-1-4030
569660,VCE5892NPE0,VMT920,6   x 1.5,"Vic 920 Mech Tee FIP",Blk,$29.63,04-018-2-01-1-6015
569661,VCE6192NPE0,VMT920,6   x 2,"Vic 920 Mech Tee FIP",Blk,$29.63,04-018-2-01-1-6020
569710,VCE6192NPE2,VMT920G,6   x 2,"VIC 920 Mech Tee Grvd Outlet",Blk,$29.63,04-018-3-03-1-6020
569711,VCE65920PE1,VMT920G,6   x 2.5,"VIC 920 Mech Tee Grvd Outlet",Blk,$32.43,04-018-3-03-1-6025
569712,VCE71920PE1,VMT920G,6   x 3,"VIC 920 Mech Tee Grvd Outlet",Blk,$33.86,04-018-3-03-1-6030
569713,VCE79920PE1,VMT920G,6   x 4,"VIC 920 Mech Tee Grvd Outlet",Blk,$37.64,04-018-3-03-1-6040
569665,VCF30920PE0,VMT920,8   x 2,"Vic 920 Mech Tee FIP",Blk,$51.65,04-018-2-01-1-8020
VMTD09,VDOMCD2992NPE1,VMT920D,4   x 2,"Vic 920 Mech Tee FIP Dom",Glv,$23.74,04-018-2-02-2-4020
VE1001,VDOMF012010P00,VE10D,1.2,"VIC 10  Std Gvd 90 Dom",Blk,$9.25,04-002-3-02-1-0013
V00601,VDOMF014006P00,VCAP006D,1.5,"VIC 006 Grv Cap Dom",Blk,$3.52,04-011-1-02-1-0015
VE1002,VDOMF014010P00,VE10D,1.5,"VIC 10  Std Gvd 90 Dom",Blk,$9.25,04-002-3-02-1-0015
VT2003,VDOMF014020P00,VT20D,1.5,"VIC 20 Gvd Tee Dom",Blk,$16.70,04-003-2-02-1-0015
V00101,VDOMF020001P00,VE001D,2,"VIC 001 Grv 90 Ell Dom",Blk,$6.04,04-002-1-02-1-0020
V00201,VDOMF020002P00,VT002D,2,"VIC 002 Grv Tee Dom",Blk,$9.23,04-003-3-01-1-0020
V00602,VDOMF020006P00,VCAP006D,2,"VIC 006 Grv Cap Dom",Blk,$4.19,04-011-1-02-1-0020
V00102,VDOMF024001P00,VE001D,2.5,"VIC 001 Grv 90 Ell Dom",Blk,$8.09,04-002-1-02-1-0025
V00202,VDOMF024002P00,VT002D,2.5,"VIC 002 Grv Tee Dom",Blk,$12.00,04-003-3-01-1-0025
V00603,VDOMF024006P00,VCAP006D,2.5,"VIC 006 Grv Cap Dom",Blk,$4.86,04-011-1-02-1-0025
V00103,VDOMF030001P00,VE001D,3,"VIC 001 Grv 90 Ell Dom",Blk,$10.52,04-002-1-02-1-0030
V00604,VDOMF030006P00,VCAP006D,3,"VIC 006 Grv Cap Dom",Blk,$5.76,04-011-1-02-1-0030
V00104,VDOMF040001P00,VE001D,4,"VIC 001 Grv 90 Ell Dom",Blk,$15.04,04-002-1-02-1-0040
V00204,VDOMF040002P00,VT002D,4,"VIC 002 Grv Tee Dom",Blk,$25.04,04-003-3-01-1-0040
V00605,VDOMF040006P00,VCAP006D,4,"VIC 006 Grv Cap Dom",Blk,$8.38,04-011-1-02-1-0040
V00105,VDOMF060001P00,VE001D,6,"VIC 001 Grv 90 Ell Dom",Blk,$41.17,04-002-1-02-1-0060
V00606,VDOMF060006P00,VCAP006D,6,"VIC 006 Grv Cap Dom",Blk,$18.47,04-011-1-02-1-0060
V50D10,VDOMFD44050P00,VCR50D,4   x 3,"VIC 50 CONC RED GRVD Dom",Blk,$25.34,04-010-1-02-1-4030
,VDOML01209NPE0,,,"1-1/4 PTD F/LOCK RIGID COUP E 009N",,$4.91,
,VDOML01409NPE0,,,"1-1/2 PTD F/LOCK RIGID COUP E 009N",,$4.97,
,VDOML020005PE0,,,"2 PTD F/LOCK RIGID COUP E 005",,$5.73,
,VDOML02009NPE0,,,"2 PTD F/LOCK RIGID COUP E 009N",,$5.61,
,VDOML02409NPE0,,,"2-1/2 PTD F/LOCK RIGID COUP E 009N",,$6.45,
V744D1,VDOML024744PE0,VF744D,2.5,"VIC 744 Grv Flange Dom",Blk,$50.83,04-012-1-02-1-0025
,VDOML03009NPE0,,,"3 PTD F/LOCK RIGID COUP E 009N",,$7.29,
V744D2,VDOML030744PE0,VF744D,3,"VIC 744 Grv Flange Dom",Blk,$57.19,04-012-1-02-1-0030
,VDOML040004PE0,,,"4 PTD F/LOCK FLEX COUP E 004",,$12.57,
,VDOML040005PE0,,,"4 PTD F/LOCK RIGID COUP E 005",,$10.59,
,VDOML04009NPE0,,,"4 PTD F/LOCK RIGID COUP E 009N",,$10.18,
V744D3,VDOML040744PE0,VF744D,4,"VIC 744 Grv Flange Dom",Blk,$74.27,04-012-1-02-1-0040
,VDOML060005PE0,,,"6 PTD F/LOCK RIGID COUP E 005",,$15.36,
V744D4,VDOML060744PE0,VF744D,6,"VIC 744 Grv Flange Dom",Blk,$97.15,04-012-1-02-1-0060
V744D5,VDOML080744PE0,VF744D,8,"VIC 744 Grv Flange Dom",Blk,$121.86,04-012-1-02-1-0080
V750D1,VDOMLB67750PE0,VCR750D,2   x 1.5,"VIC 750 Red Coupling Dom",Blk,$21.10,04-005-1-02-1-2015
,VDOMLC07750PE0,,,"2-1/2X2 PTD GRV COUP E GSKT 750",,$27.20,
V750D2,VDOMLC43750PE0,VCR750D,3   x 2,"VIC 750 Red Coupling Dom",Blk,$30.80,04-005-1-02-1-3020
V750D3,VDOMLC49750PE0,VCR750D,3   x 2.5,"VIC 750 Red Coupling Dom",Blk,$26.90,04-005-1-02-1-3025
V750D4,VDOMLD29750PE0,VCR750D,4   x 2,"VIC 750 Red Coupling Dom",Blk,$48.66,04-005-1-02-1-4020
V750D5,VDOMLD35750PE0,VCR750D,4   x 2.5,"VIC 750 Red Coupling Dom",Blk,$43.59,04-005-1-02-1-4025
V750D6,VDOMLD44750PE0,VCR750D,4   x 3,"VIC 750 Red Coupling Dom",Blk,$41.01,04-005-1-02-1-4030
V750D7,VDOMLE79750GE0,VCR750D,6   x 4,"VIC 750 Red Coupling Dom",Blk,$103.64,04-005-1-02-1-6040
,VDOMLE79750PE0,,,"6X4 PTD GRV COUP E GSKT 750",,$82.39,
V750D8,VDOMLF47750PE0,VCR750D,8   x 6,"VIC 750 Red Coupling Dom",Blk,$122.97,04-005-1-02-1-8060
,VDOMV040717PE0,,,"4 GRV F/LOCK CHK VLV 717",,$130.56,
562599,VF010011P00,VE1145,1,"VIC 11 45 Ell",Blk,$20.51,04-006-1-01-1-0010
564200,VF012006P00,VCAP006,1.2,"VIC 006 Grv Cap",Blk,$3.33,04-011-1-01-1-0013
562651,VF012010G00,VE10,1.2,"VIC 10  Std Gvd 90",Glv,$27.02,04-002-3-01-2-0013
562500,VF012010P00,VE10,1.2,"VIC 10  Std Gvd 90",Blk,$9.25,04-002-3-01-1-0013
562600,VF012011P00,VE1145,1.2,"VIC 11 45 Ell",Blk,$9.30,04-006-1-01-1-0013
562800,VF012020P00,VT20,1.2,"VIC 20 Gvd Tee",Blk,$16.70,04-003-2-01-1-0013
569415,VF012101PE0,VE101,1.2,"VIC 101 ISTR Grv 90 Ell",Blk,$12.28,04-002-6-01-1-0013
V10212,VF012102PE0,VT102,1.2,"VIC 102 ISTR Grv Tee",Blk,$18.85,04-003-5-01-1-0013
564201,VF014006P00,VCAP006,1.5,"VIC 006 Grv Cap",Blk,$3.52,04-011-1-01-1-0015
562501,VF014010P00,VE10,1.5,"VIC 10  Std Gvd 90",Blk,$9.25,04-002-3-01-1-0015
562601,VF014011P00,VE1145,1.5,"VIC 11 45 Ell",Blk,$9.30,04-006-1-01-1-0015
562801,VF014020P00,VT20,1.5,"VIC 20 Gvd Tee",Blk,$16.70,04-003-2-01-1-0015
569416,VF014101PE0,VE101,1.5,"VIC 101 ISTR Grv 90 Ell",Blk,$12.64,04-002-6-01-1-0015
V10215,VF014102PE0,VT102,1.5,"VIC 102 ISTR Grv Tee",Blk,$19.49,04-003-5-01-1-0015
V10315,VF014103PE0,VE103,1.5,"VIC 103 ISTR Grv 45 Ell",Blk,$12.64,04-006-3-01-1-0015
,VF014143PAC,,,"1-1/2 CS CG NIP 143",,$3.32,
562102,VF020001G00,VE001,2,"VIC 001 Grv 90 Ell",Glv,$7.76,04-002-1-01-2-0020
562002,VF020001P00,VE001,2,"VIC 001 Grv 90 Ell",Blk,$6.04,04-002-1-01-1-0020
564102,VF020002G00,VT002,2,"VIC 002 Grv Tee",Glv,$11.42,04-003-3-02-2-0020
564002,VF020002P00,VT002,2,"VIC 002 Grv Tee",Blk,$9.23,04-003-3-02-1-0020
563002,VF020003P00,VE00345,2,"VIC 003 45 Ell",Blk,$6.04,04-006-2-01-1-0020
564202,VF020006P00,VCAP006,2,"VIC 006 Grv Cap",Blk,$4.19,04-011-1-01-1-0020
562502,VF020010P00,VE10,2,"VIC 10  Std Gvd 90",Blk,$20.51,04-002-3-01-1-0020
562612,VF020013P00,VE13,2,"VIC 13 11 1/4 ELL",Blk,$22.33,04-007-1-01-1-0020
562802,VF020020P00,VT20,2,"VIC 20 Gvd Tee",Blk,$31.57,04-003-2-01-1-0020
569417,VF020101PE0,VE101,2,"VIC 101 ISTR Grv 90 Ell",Blk,$12.71,04-002-6-01-1-0020
V10220,VF020102PE0,VT102,2,"VIC 102 ISTR Grv Tee",Blk,$19.77,04-003-5-01-1-0020
,VF020143PAC,,,"2 CG NIP 143",,$3.95,
562103,VF024001G00,VE001,2.5,"VIC 001 Grv 90 Ell",Glv,$10.80,04-002-1-01-2-0025
562003,VF024001P00,VE001,2.5,"VIC 001 Grv 90 Ell",Blk,$8.09,04-002-1-01-1-0025
564003,VF024002P00,VT002,2.5,"VIC 002 Grv Tee",Blk,$12.00,04-003-3-02-1-0025
563003,VF024003P00,VE00345,2.5,"VIC 003 45 Ell",Blk,$8.09,04-006-2-01-1-0025
564203,VF024006P00,VCAP006,2.5,"VIC 006 Grv Cap",Blk,$4.86,04-011-1-01-1-0025
562503,VF024010P00,VE10,2.5,"VIC 10  Std Gvd 90",Blk,$20.51,04-002-3-01-1-0025
562613,VF024013P01,VE13,2.5,"VIC 13 11 1/4 ELL",Blk,$22.33,04-007-1-01-1-0025
569418,VF024101PE0,VE101,2.5,"VIC 101 ISTR Grv 90 Ell",Blk,$15.32,04-002-6-01-1-0025
V10225,VF024102PE0,VT102,2.5,"VIC 102 ISTR Grv Tee",Blk,$22.80,04-003-5-01-1-0025
V10325,VF024103PE0,VE103,2.5,"VIC 103 ISTR Grv 45 Ell",Blk,$15.32,04-006-3-01-1-0025
562104,VF030001G00,VE001,3,"VIC 001 Grv 90 Ell",Glv,$13.95,04-002-1-01-2-0030
562004,VF030001P00,VE001,3,"VIC 001 Grv 90 Ell",Blk,$10.52,04-002-1-01-1-0030
564004,VF030002P00,VT002,3,"VIC 002 Grv Tee",Blk,$16.61,04-003-3-02-1-0030
563004,VF030003P00,VE00345,3,"VIC 003 45 Ell",Blk,$10.52,04-006-2-01-1-0030
564014,VF030006G00,VCAP006,3,"VIC 006 Grv Cap",Glv,$7.28,04-011-1-01-2-0030
564204,VF030006P00,VCAP006,3,"VIC 006 Grv Cap",Blk,$5.76,04-011-1-01-1-0030
562504,VF030010P00,VE10,3,"VIC 10  Std Gvd 90",Blk,$35.84,04-002-3-01-1-0030
562804,VF030020P00,VT20,3,"VIC 20 Gvd Tee",Blk,$43.05,04-003-2-01-1-0030
562106,VF040001G00,VE001,4,"VIC 001 Grv 90 Ell",Glv,$20.66,04-002-1-01-2-0040
562006,VF040001P00,VE001,4,"VIC 001 Grv 90 Ell",Blk,$15.04,04-002-1-01-1-0040
564006,VF040002P00,VT002,4,"VIC 002 Grv Tee",Blk,$25.04,04-003-3-02-1-0040
563006,VF040003P00,VE00345,4,"VIC 003 45 Ell",Blk,$15.04,04-006-2-01-1-0040
564206,VF040006P00,VCAP006,4,"VIC 006 Grv Cap",Blk,$8.38,04-011-1-01-1-0040
562506,VF040010P00,VE10,4,"VIC 10  Std Gvd 90",Blk,$38.99,04-002-3-01-1-0040
562606,VF040011P00,VE1145,4,"VIC 11 45 Ell",Blk,$38.99,04-006-1-01-1-0040
562806,VF040020P00,VT20,4,"VIC 20 Gvd Tee",Blk,$65.38,04-003-2-01-1-0040
562005,VF050001P00,VE001,5,"VIC 001 Grv 90 Ell",Blk,$35.03,04-002-1-01-1-0050
562108,VF060001G00,VE001,6,"VIC 001 Grv 90 Ell",Glv,$56.45,04-002-1-01-2-0060
562008,VF060001P00,VE001,6,"VIC 001 Grv 90 Ell",Blk,$41.17,04-002-1-01-1-0060
564008,VF060002P00,VT002,6,"VIC 002 Grv Tee",Blk,$66.16,04-003-3-02-1-0060
563008,VF060003P00,VE00345,6,"VIC 003 45 Ell",Blk,$41.17,04-006-2-01-1-0060
564017,VF060006G00,VCAP006,6,"VIC 006 Grv Cap",Glv,$25.42,04-011-1-01-2-0060
564208,VF060006P00,VCAP006,6,"VIC 006 Grv Cap",Blk,$18.47,04-011-1-01-1-0060
562507,VF060010P00,VE10,6,"VIC 10  Std Gvd 90",Blk,$108.50,04-002-3-01-1-0060
562707,VF060012P00,VE12,6,"VIC 12 22 1/2 Ell",Blk,$108.43,04-008-1-01-1-0060
562807,VF060020P00,VT20,6,"VIC 20 Gvd Tee",Blk,$175.14,04-003-2-01-1-0060
562118,VF080001G00,VE001,8,"VIC 001 Grv 90 Ell",Glv,$114.00,04-002-1-01-2-0080
562009,VF080001P00,VE001,8,"VIC 001 Grv 90 Ell",Blk,$80.16,04-002-1-01-1-0080
564009,VF080002P00,VT002,8,"VIC 002 Grv Tee",Blk,$140.47,04-003-3-02-1-0080
563009,VF080003P00,VE00345,8,"VIC 003 45 Ell",Blk,$80.16,04-006-2-01-1-0080
564209,VF080006P00,VCAP006,8,"VIC 006 Grv Cap",Blk,$34.99,04-011-1-01-1-0080
562508,VF080010P00,VE10,8,"VIC 10  Std Gvd 90",Blk,$225.26,04-002-3-01-1-0080
562808,VF080020P00,VT20,8,"VIC 20 Gvd Tee",Blk,$383.25,04-003-2-01-1-0080
562505,VF100010P00,VE10,10,"VIC 10  Std Gvd 90",Blk,$313.06,04-002-3-01-1-0100
